initialization_kind,initialization_seed,iteration,total_objective,feature_raw,feature_normalized,gw_raw,gw_normalized,coverage_loss,entropy_loss,shannon_plan_entropy,gradient_norm,step_norm,source_marginal_feasibility_error,objective_improvement,learning_rate
uniform,0,0,0.7561559707844336,0.13654278945256076,0.7506294758978951,0.237715451181745,1.1760909963338186,0.5526494886538512,-3.308018846416248,3.308018846416248,7.203659801416441,0.14989097566341358,5.551115123125783e-17,0.24384402921012938,0.1
uniform,0,1,0.6617399416480224,0.11852677780659901,0.6515883662662724,0.31498095110736446,1.5583600425317323,1.0151575381750044,-2.8329387335921536,2.8329387335921536,6.802426391297757,0.0908846886894184,4.163336342344337e-17,0.09441602913641123,0.1
uniform,0,2,0.6014715383282718,0.10687072767643944,0.5875104692545003,0.41056159236141243,2.0312427728880125,1.3961069073771515,-2.4046939605065907,2.4046939605065907,6.175150847178954,0.07570575869412337,1.3877787807814457e-17,0.060268403319750585,0.1
uniform,0,3,0.5713885473017091,0.10068632661542651,0.5535123815796958,0.4825213737518798,2.387261914978923,1.7876165722013215,-2.082586866167346,2.082586866167346,6.152452430907568,0.05072513406340604,1.3877787807814457e-17,0.030082991026562755,0.1
uniform,0,4,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.823756124281943,0.0006778943443647287,0.0,0.0001135315147060556,0.1
uniform,0,5,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,6,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,7,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,8,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,9,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,10,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,11,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,12,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,13,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,14,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
uniform,0,15,0.571275015787003,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,5.59768151484783,0.0,0.0,0.0,0.1
