unit_id,unit_type,parent_roi,hemisphere,num_voxels,mean_x,mean_y,median_x,median_y,prf_center_x,prf_center_y,mean_eccentricity,eccentricity,polar_angle,mean_sigma,median_sigma,gaussian_sigma,mean_r2,median_r2,within_unit_spatial_variance,rms_radius,within_unit_sigma_variance,max_quality_weight_contribution,dominant_patch,top5_patches,top10_cumulative_mass,affinity_entropy,effective_patch_count,affinity_center_of_mass_x,affinity_center_of_mass_y,affinity_spatial_variance,token_index
V1_left_u000,retinotopic,V1,left,118,0.23555910015494516,-0.1897379985336664,0.2906394749879837,-0.08265943452715874,0.23555910015494516,-0.1897379985336664,0.5478655931902892,0.3024708213255769,321.1492725788452,0.10771329248110938,0.07009028270840645,0.10771329248110938,35.60342631097567,34.240156173706055,0.31114233139103403,0.5578013368494504,0.013777919297957868,0.016562341279670243,136,"[136, 120, 152, 153, 119]",0.9306372192223104,2.263720679801157,9.61881118694964,0.2584422766352826,-0.2632663093603169,0.4104776230750094,0
V1_left_u001,retinotopic,V1,left,84,1.1058590745642072,0.15811603894412873,1.096955418586731,0.19085174053907394,1.1058590745642072,0.15811603894412873,1.2291748310838426,1.1171056237291914,8.137016308955046,0.14883654652762093,0.11417281255126,0.14883654652762093,53.15547079131717,54.88907241821289,0.32550844231037673,0.5705334716827548,0.02900731005560873,0.016815776342184993,122,"[122, 121, 105, 106, 138]",0.9310977206459713,2.407541126165052,11.106617770057698,1.1173877737435083,0.16994764534428936,0.4415769466992857,1
V1_left_u002,retinotopic,V1,left,72,1.865344559152921,0.744588324541433,1.8259350061416626,0.5349776148796082,1.865344559152921,0.744588324541433,2.100970298051834,2.0084626203653437,21.7603681725024,0.2010572570660669,0.12391862645745277,0.2010572570660669,67.62933757570055,72.50314712524414,0.5106795610044023,0.7146184723363945,0.026074767746074527,0.01720606263252045,123,"[123, 91, 107, 124, 139]",0.8245375770216241,2.6482816792747594,14.129738351254247,1.8852976995259636,0.6753091360015738,0.607024745117629,2
V1_left_u003,retinotopic,V1,left,51,0.5750318512017296,2.080426754904728,0.5697512626647949,1.9593844413757324,0.5750318512017296,2.080426754904728,2.1884831423852957,2.158433949051929,74.5491525597954,0.2961056354802613,0.24052827060222626,0.2961056354802613,53.73955474180334,54.21775817871094,0.553418346470639,0.7439209275659874,0.05967967035944125,0.02928746768871013,40,"[40, 73, 88, 41, 72]",0.8002755541199394,2.9340040101427074,18.80276644129043,0.5853621759088239,2.177019470797205,0.7972259416044025,3
V1_left_u004,retinotopic,V1,left,44,1.0634434477172114,-2.3293587267398834,1.0184000730514526,-2.125760793685913,1.0634434477172114,-2.3293587267398834,2.5985515388575466,2.560629618732846,294.53855388136424,0.37249856417871674,0.2501349672675133,0.37249856417871674,54.69508199258284,58.90204048156738,0.730901921935629,0.8549280214939904,0.06508146624031054,0.0329414239508546,185,"[185, 186, 201, 169, 184]",0.6651031905030746,3.231508302830528,25.31781511891418,0.9864892491557493,-2.2471408683492413,0.991219520802322,4
V1_left_u005,retinotopic,V1,left,27,2.548934402289214,-1.3648730119069417,2.514307975769043,-1.1407324075698853,2.548934402289214,-1.3648730119069417,2.937993296870479,2.8913569350402586,331.8323718736174,0.3096205847406829,0.22725482285022736,0.3096205847406829,59.62463619090892,61.594627380371094,0.43024653666619295,0.6559318079390517,0.13580331872917356,0.04593809516408549,188,"[188, 157, 156, 173, 172]",0.7989419747736871,2.9362702043069175,18.845425479445574,2.5501140996816614,-1.3636370802929223,0.773813524558939,5
V1_left_u006,retinotopic,V1,left,42,3.129405203319731,0.11444057077876225,3.1348105669021606,0.0353504376107594,3.129405203319731,0.11444057077876225,3.1587046895708357,3.1314970175308767,2.0943408417753115,0.26532024053102804,0.2649018168449402,0.26532024053102804,73.46591518038795,77.28621673583984,0.29366926519819353,0.5419125992244446,0.04914832123423848,0.028071766061593954,142,"[142, 141, 125, 126, 93]",0.8660798952811811,2.600968044818119,13.476777847382074,3.1401280521390627,0.09789730590639048,0.5246095182416228,6
V1_left_u007,retinotopic,V1,left,34,1.1671912484966658,3.9666383196325863,1.3993504643440247,3.8784284591674805,1.1671912484966658,3.9666383196325863,4.198340310769923,4.134798056658249,73.603375091183,0.35333595571436865,0.13024033978581429,0.35333595571436865,58.158473435570215,68.77031326293945,0.922597307647038,0.9605192906168194,0.2601223987073515,0.042815652813958716,11,"[11, 10, 9, 42, 7]",0.8927898765745153,2.4756267163886485,11.889155907569277,1.1912074997123532,3.691139369513312,0.9301443859291031,7
V1_left_u008,retinotopic,V1,left,36,3.965050843026903,1.550632827811771,3.90983247756958,1.5762918591499329,3.965050843026903,1.550632827811771,4.26467380921046,4.257474645194717,21.359232763860227,0.22882998623471293,0.03033740259706974,0.22882998623471293,62.61469237009684,65.77458953857422,0.1897801915228428,0.43563768377269985,0.14201038259751644,0.0361214821421464,79,"[79, 95, 94, 63, 111]",0.9325728810233206,1.8529374293024417,6.378528507533518,3.7807548655923555,1.56374546506779,0.41924310882867677,8
V1_left_u009,retinotopic,V1,left,15,2.9686453342437744,3.3300268173217775,3.099020481109619,3.040074110031128,2.9686453342437744,3.3300268173217775,4.496895424524943,4.4611583388857134,48.28370145722751,0.34512267106523115,0.10499516129493713,0.34512267106523115,54.66326433817546,53.711612701416016,0.5859732628829019,0.7654889044805953,0.3314637867391631,0.0973767757657427,46,"[46, 45, 30, 12, 44]",0.9103191481185215,2.3510192219661254,10.496262295844403,2.930516004128135,3.0880125690408473,0.765213500250038,9
V1_left_u010,retinotopic,V1,left,28,4.21777251788548,-1.681399634906224,4.158238172531128,-1.600804090499878,4.21777251788548,-1.681399634906224,4.565094981874738,4.540562712362071,338.26548224205845,0.2574303079329963,0.1140056811273098,0.2574303079329963,59.28530992780413,55.5251579284668,0.4391143763711284,0.6626570578897718,0.2529664632868574,0.05047857404136142,191,"[191, 175, 159, 207, 255]",0.9498926950181318,1.6633079518388303,5.276737198304692,3.861024703061179,-1.580737507746931,0.5824567884258859,10
