unit_id,unit_type,parent_roi,hemisphere,num_voxels,mean_x,mean_y,median_x,median_y,prf_center_x,prf_center_y,mean_eccentricity,eccentricity,polar_angle,mean_sigma,median_sigma,gaussian_sigma,mean_r2,median_r2,within_unit_spatial_variance,rms_radius,within_unit_sigma_variance,max_quality_weight_contribution,dominant_patch,top5_patches,top10_cumulative_mass,affinity_entropy,effective_patch_count,affinity_center_of_mass_x,affinity_center_of_mass_y,affinity_spatial_variance,token_index
V1_left_u000,retinotopic,V1,left,108,0.14579146563644624,-0.1139824187767873,0.20157982409000397,0.004552219557808712,0.14579146563644624,-0.1139824187767873,0.43645871756598353,0.18505983692479036,321.98105736090315,0.10212664038192963,0.06167775206267834,0.10212664038192963,28.823625922203064,25.021892547607422,0.23681648782113432,0.4866379432608336,0.01492790845516906,0.022352348648455585,136,"[136, 120, 152, 119, 135]",0.9522250135756911,1.9772649494378978,7.222960781883115,0.17635137981825413,-0.2130019650335707,0.34356361384430123,0
V1_left_u001,retinotopic,V1,left,75,0.8517155134677887,-0.3586490121111274,0.8953815698623657,-0.29791322350502014,0.8517155134677887,-0.3586490121111274,1.054381911754608,0.9241474069486895,337.1645199802517,0.1562580726481974,0.11814317852258682,0.1562580726481974,47.25573942184448,50.92903518676758,0.3537492796049637,0.5947682570589689,0.025402694631733926,0.01976193708890695,121,"[121, 137, 138, 153, 152]",0.8986981139491219,2.453254360577016,11.626120809856573,0.8557155980529352,-0.41397898773988034,0.47417527055642456,1
V1_left_u002,retinotopic,V1,left,43,0.46483933501118835,1.425028310265652,0.5314723253250122,1.4465217590332031,0.46483933501118835,1.425028310265652,1.543847797914993,1.4989267134961013,71.9338519174771,0.2022541569935721,0.18228624761104584,0.2022541569935721,47.694089312886085,49.840606689453125,0.3378277984484429,0.58122955744563,0.013761179508166207,0.039139299280849284,105,"[105, 73, 88, 89, 72]",0.9327501009746404,2.3728013365884753,10.727401293561277,0.5066580672048272,1.4250213272722922,0.43534131978294754,2
V1_left_u003,retinotopic,V1,left,105,1.6900135562533425,0.6158019663145144,1.695541262626648,0.5122526288032532,1.6900135562533425,0.6158019663145144,1.8760730050858998,1.7987100605814412,20.02057389861246,0.19055420606441442,0.12140579521656036,0.19055420606441442,63.90958340054467,68.57482147216797,0.4685825215097618,0.6845308769586379,0.029301791730817196,0.012485152281435208,123,"[123, 122, 106, 91, 139]",0.830735123100444,2.6764635011829054,14.533604229866931,1.7312592993012959,0.5896699450411613,0.5648974081985123,3
V1_left_u004,retinotopic,V1,left,48,1.2927882227425773,-2.3761424695452056,1.253982126712799,-2.1769394874572754,1.2927882227425773,-2.3761424695452056,2.778277389705181,2.7050608910777405,298.54929271619096,0.34890979729243554,0.24841883778572083,0.34890979729243554,53.38999887307485,56.66807746887207,0.8464114591616756,0.9200062277841795,0.06746422379191812,0.030934433947865037,185,"[185, 201, 186, 188, 204]",0.6119116159226458,3.3238495307246905,27.767035138886936,1.2349025502263107,-2.2827484268037996,1.1064852857909286,4
V1_left_u005,retinotopic,V1,left,58,3.029459390146979,-0.2120332642310853,2.9329289197921753,-0.16554908454418182,3.029459390146979,-0.2120332642310853,3.109717036115712,3.0368704782539204,355.99637084622384,0.2811794546031361,0.22919809818267822,0.2811794546031361,70.20842417355242,74.73230361938477,0.5786157381800648,0.760667955273564,0.09315871868554688,0.021270989855852587,142,"[142, 141, 125, 126, 157]",0.7218475078981517,3.0157452607745765,20.404291793852767,3.041209381853821,-0.18899455922470768,0.8415245232972026,5
V1_left_u006,retinotopic,V1,left,58,1.0520664723130702,3.4988062381744385,1.1651951670646667,3.7598766088485718,1.0520664723130702,3.4988062381744385,3.7099361214144477,3.6535583962013845,73.26433629658585,0.39503507903006313,0.2107841745018959,0.39503507903006313,58.198235232254554,66.65011978149414,1.046854516220224,1.0231590864671163,0.2300982016263489,0.025081683109810352,11,"[11, 40, 41, 10, 42]",0.7580500257460188,3.0303837523255783,20.70517672472143,1.0177620292903027,3.3015385594485034,1.127664448528503,6
V1_left_u007,retinotopic,V1,left,45,4.070404036839803,1.3665662096606361,3.9446780681610107,1.5554295778274536,4.070404036839803,1.3665662096606361,4.323104164335462,4.29368049911821,18.558566534769657,0.2330974807548854,0.050922662019729614,0.2330974807548854,60.19831314616733,64.732666015625,0.38705927149370034,0.6221408775299212,0.13254765414730846,0.030057127837329674,79,"[79, 95, 127, 94, 111]",0.9274229054069743,2.064883968714891,7.88438300948522,3.7947563165385683,1.3685981427336555,0.5912225692394761,7
V1_left_u008,retinotopic,V1,left,18,3.1371591488520303,3.3008419805102878,3.153101682662964,2.997555375099182,3.1371591488520303,3.3008419805102878,4.5831689437230425,4.553825348597053,46.45640165261851,0.21439862773857182,0.05881815776228905,0.21439862773857182,44.16759317451053,52.41191101074219,0.5900712111144033,0.7681609278754051,0.17861502572443352,0.10043058064938017,46,"[46, 45, 30, 12, 44]",0.9456137653347478,2.1532077803132177,8.612440952673673,2.99813243037094,3.1181084295262127,0.5432087651338704,8
V1_left_u009,retinotopic,V1,left,49,4.451457305830353,-0.9999794493641999,4.235904216766357,-1.2502282857894897,4.451457305830353,-0.9999794493641999,4.634503724623699,4.562393126943485,347.3392006082016,0.40427475432124066,0.11947248876094818,0.40427475432124066,55.00133378165109,56.63621139526367,1.0348493708548903,1.0172754645890612,0.39420785595733576,0.03212685606132115,191,"[191, 175, 143, 159, 127]",0.9175503327653355,2.2366891520898355,9.362282822914246,3.82318216792496,-0.9979924687670448,1.029342296183831,9
