initialization_kind,initialization_seed,iteration,total_objective,feature_raw,feature_normalized,gw_raw,gw_normalized,coverage_loss,entropy_loss,shannon_plan_entropy,gradient_norm,step_norm,source_marginal_feasibility_error,objective_improvement,learning_rate
uniform,0,0,0.7506294758978951,0.13654278945256076,0.7506294758978951,0.237715451181745,1.1760909963338186,0.5526494886538512,-3.308018846416248,3.308018846416248,7.1363796517946305,0.14989097566341358,5.551115123125783e-17,0.24937052409660798,0.1
uniform,0,1,0.6498079565330326,0.11820291347785777,0.6498079565330326,0.31717493217724974,1.5692147066673259,1.0231945949610701,-2.8244353882580526,2.8244353882580526,7.1363796517946305,0.09279995558604673,2.7755575615628914e-17,0.1008215193648625,0.1
uniform,0,2,0.5840051213087656,0.10623308953154793,0.5840051213087656,0.4175927454393027,2.0660292194048155,1.4264128870307549,-2.381352737718794,2.381352737718794,7.1363796517946305,0.07810507166001814,1.3877787807814457e-17,0.065802835224267,0.1
uniform,0,3,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.04596814129847475,0.0,0.030647700214053164,0.1
uniform,0,4,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,5,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,6,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,7,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,8,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,9,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,10,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,11,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,12,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,13,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,14,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,15,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,16,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,17,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,18,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,19,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,20,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,21,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,22,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,23,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,24,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,25,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,26,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,27,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,28,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,29,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,30,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
uniform,0,31,0.5533574210947124,0.10065813862447498,0.5533574210947124,0.4828925322722835,2.3890982120807283,1.791759469229055,-2.079441541671836,2.079441541671836,7.1363796517946305,0.0,0.0,0.0,0.1
