unit_id,unit_type,parent_roi,hemisphere,num_voxels,mean_x,mean_y,median_x,median_y,prf_center_x,prf_center_y,mean_eccentricity,eccentricity,polar_angle,mean_sigma,median_sigma,gaussian_sigma,mean_r2,median_r2,within_unit_spatial_variance,rms_radius,within_unit_sigma_variance,max_quality_weight_contribution,dominant_patch,top5_patches,top10_cumulative_mass,affinity_entropy,effective_patch_count,affinity_center_of_mass_x,affinity_center_of_mass_y,affinity_spatial_variance,token_index
V1_left_u000,retinotopic,V1,left,76,0.07056436938919912,0.2840920030009185,0.03443377651274204,0.14115417748689651,0.07056436938919912,0.2840920030009185,0.42595458572338285,0.2927244376480536,76.05084549085036,0.11330141392107562,0.0756353922188282,0.11330141392107562,24.05327064426322,22.624882698059082,0.2136710800328617,0.4622456922815633,0.015150257500907819,0.03640150352699647,120,"[120, 119, 87, 135, 103]",0.9553985499676815,1.8818874077281285,6.565885678062798,0.07867005083378897,0.3820255121786015,0.29514820810949405,0
V1_left_u001,retinotopic,V1,left,73,0.40515483865412333,-0.6251982585590792,0.39665088057518005,-0.5389876365661621,0.40515483865412333,-0.6251982585590792,0.7946336118325795,0.7449988629455443,302.94493923288894,0.14618568310565125,0.11608726531267166,0.14618568310565125,42.02922432063377,47.68537902832031,0.2144602552036239,0.46309853725057687,0.02044121540734525,0.022743106752474727,136,"[136, 152, 153, 137, 168]",0.9398940577754765,2.0419936452747245,7.7059568393601365,0.41194428997453725,-0.6954297844887242,0.31712442381232386,1
V1_left_u002,retinotopic,V1,left,85,1.1034667155321907,0.22774442395962335,1.1014254093170166,0.23554430902004242,1.1034667155321907,0.22774442395962335,1.203600543386796,1.1267237083385178,11.661530922835937,0.13655925983672632,0.11241947114467621,0.13655925983672632,52.243215128954716,55.31911849975586,0.24919239813954794,0.49919174486318174,0.02806319171819701,0.0173426662962732,122,"[122, 121, 106, 105, 138]",0.9567289358578566,2.285691378730556,9.832481843388424,1.124878283399047,0.24007932431282342,0.3731684689319863,2
V1_left_u003,retinotopic,V1,left,66,1.910516041697878,0.8342934223174145,1.839989721775055,0.6693744659423828,1.910516041697878,0.8342934223174145,2.1542249032945344,2.0847342900492216,23.590164997823678,0.2064411572293576,0.12815266847610474,0.2064411572293576,67.31194559733073,73.16042709350586,0.43924579477365044,0.6627562106639593,0.02631776146218881,0.018858756378862633,123,"[123, 91, 107, 124, 75]",0.8323054983519095,2.6086413949490317,13.580587657589689,1.9262529762915914,0.7675827809486876,0.5552951221862146,3
V1_left_u004,retinotopic,V1,left,46,0.6537588383504296,2.211730664191039,0.689622551202774,2.152505874633789,0.6537588383504296,2.211730664191039,2.3330726908600847,2.3063289335314328,73.53300548765445,0.3156413270322525,0.24328850209712982,0.3156413270322525,55.15987346483313,56.451576232910156,0.46664710773176743,0.6831157352394742,0.0751751978799275,0.0316347909884453,40,"[40, 73, 41, 88, 72]",0.8399538805872452,2.849851959879781,17.285222744694746,0.6324236605601781,2.2577722919871714,0.736145661695254,4
V1_left_u005,retinotopic,V1,left,28,2.126936048269272,-1.168046282870429,2.180406093597412,-1.0867874026298523,2.126936048269272,-1.168046282870429,2.4845520896571025,2.4265591013521046,331.22579594555236,0.24780687809522664,0.23600105941295624,0.24780687809522664,59.58587782723563,62.18813514709473,0.537007099698881,0.7328076826145322,0.028080309353167795,0.04789738483373908,139,"[139, 188, 156, 140, 172]",0.8047134532189216,2.7968240818989014,16.39250276612419,2.166664921556986,-1.1291152934861683,0.7586369899270473,5
V1_left_u006,retinotopic,V1,left,38,1.086169616564324,-2.5322094559669495,1.0847558379173279,-2.452550768852234,1.086169616564324,-2.5322094559669495,2.7868495395309045,2.7553310445091577,293.2164994192915,0.35708225203530963,0.2458111122250557,0.35708225203530963,53.42862375159012,57.53713607788086,0.7054085490954161,0.8398860333970414,0.0757428713142318,0.039046826119065896,185,"[185, 201, 186, 184, 218]",0.6894172279344883,3.132093785699795,22.92192292777641,0.9954251703044055,-2.401720698538094,0.9376375644631951,6
V1_left_u007,retinotopic,V1,left,47,3.1443007753250445,-0.14223192555475683,3.1500988006591797,-0.12160788476467133,3.1443007753250445,-0.14223192555475683,3.1933714126018766,3.14751605021431,357.41000047058645,0.3109166320670951,0.2687433660030365,0.3109166320670951,72.41201169440087,76.24744415283203,0.39890373975714866,0.6315882675898505,0.10886957874015714,0.025450507603107717,142,"[142, 141, 125, 126, 143]",0.7867384050069178,2.8577840903123746,17.422876608513935,3.136303454052851,-0.12615653202042776,0.7161345622334583,7
V1_left_u008,retinotopic,V1,left,27,1.6830255322986178,3.657343546549479,1.5996960401535034,3.856794595718384,1.6830255322986178,3.657343546549479,4.039964931982535,4.026007545926382,65.28919816616283,0.2541540847159922,0.10819420218467712,0.2541540847159922,55.557717676515935,63.20375061035156,0.29014119623320167,0.5386475621714087,0.19266149821517922,0.053679968572034074,11,"[11, 10, 42, 12, 26]",0.9275701496750732,2.1326586423731495,8.43726869901779,1.6927371005223626,3.60547815316051,0.5768499222921843,8
V1_left_u009,retinotopic,V1,left,37,3.965379489434732,1.5526030095847878,3.9121408462524414,1.5764929056167603,3.965379489434732,1.5526030095847878,4.265515552984701,4.2584986322178615,21.382309342108112,0.22369056388836456,0.03337691351771355,0.22369056388836456,60.99322546494974,64.88198852539062,0.18479462364584437,0.4298774518927974,0.13912315598288413,0.03607953980510732,79,"[79, 95, 94, 63, 111]",0.9326511737930544,1.8517672912589531,6.3710691137767155,3.7809368696717436,1.5640633341900672,0.41887171832708836,9
