unit_id,unit_type,parent_roi,hemisphere,num_voxels,mean_x,mean_y,median_x,median_y,prf_center_x,prf_center_y,mean_eccentricity,eccentricity,polar_angle,mean_sigma,median_sigma,gaussian_sigma,mean_r2,median_r2,within_unit_spatial_variance,rms_radius,within_unit_sigma_variance,max_quality_weight_contribution,dominant_patch,top5_patches,top10_cumulative_mass,affinity_entropy,effective_patch_count,affinity_center_of_mass_x,affinity_center_of_mass_y,affinity_spatial_variance,token_index
V1_left_u000,retinotopic,V1,left,205,0.897736026962265,0.16335978178625427,0.7713244557380676,0.13505393266677856,0.897736026962265,0.16335978178625427,1.1588183118711883,0.912478159963977,10.313189640299349,0.09392960204220399,0.09477056562900543,0.09392960204220399,49.83222664158519,50.977508544921875,1.0537670398299859,1.0265315581266783,0.0017021716436882628,0.00811361651585109,123,"[123, 136, 122, 152, 121]",0.6690274206288735,3.1056481160068277,22.32368262374828,1.0699582597555382,0.22671562164948228,1.0171990773587138,0
V1_left_u001,retinotopic,V1,left,38,0.814604764804244,1.2174939850673054,0.8088242411613464,0.25044314563274384,0.814604764804244,1.2174939850673054,1.7589476408534928,1.4648796969433517,56.21418461361406,0.011316454252473226,0.008319328539073467,0.011316454252473226,37.80212801381161,33.00235939025879,3.685985722194321,1.9198921121235748,5.6074904918142195e-05,0.05231241985597515,11,"[11, 120, 10, 121, 137]",0.916724638798985,2.2890153159876983,9.865218773727735,0.9842136263749166,1.4640633733836628,4.0580329674630296,1
V1_left_u002,retinotopic,V1,left,94,1.2570978585392871,-1.2724034747089001,1.2432780265808105,-1.394112229347229,1.2570978585392871,-1.2724034747089001,2.0692874683820186,1.788660288706423,314.65331644794776,0.3850363289263654,0.3333444744348526,0.3850363289263654,54.522208518170295,58.35367774963379,1.7014484301820663,1.3043958103973143,0.04918263534989819,0.016324603659877538,185,"[185, 188, 201, 169, 123]",0.40070804728298337,3.90930863633983,49.86446557402819,1.3093386870061705,-1.2910391698469244,2.035947249239008,2
V1_left_u003,retinotopic,V1,left,86,1.0144469354121872,2.6500954711159994,0.8792718350887299,2.7147655487060547,1.0144469354121872,2.6500954711159994,2.9499021532923675,2.837623757793959,69.05333530624245,0.40099230166091476,0.2640175521373749,0.40099230166091476,58.608460903167725,63.873722076416016,2.0065293547613403,1.4165201568496442,0.16914668435420854,0.016797154533894937,40,"[40, 11, 41, 42, 73]",0.48054626165280895,3.6945463882154357,40.22732086188118,1.065747957284167,2.584856245720376,1.7846476770889934,3
V1_left_u004,retinotopic,V1,left,58,3.644467152398208,0.4074417043849625,3.8376373052597046,0.4034571349620819,3.644467152398208,0.4074417043849625,4.003991920372536,3.6671718758985956,6.379026896193006,0.02581567206452119,0.01828289031982422,0.02581567206452119,57.08459030348679,59.96788787841797,2.8095854656651476,1.6761818116377314,0.00035367023578891025,0.025516821296816164,79,"[79, 95, 191, 175, 142]",0.8302200093791053,2.5469267298699796,12.76780451272368,3.6608841499176643,0.48060070733329985,2.474049629548482,4
V1_left_u005,retinotopic,V1,left,98,3.8543163610964406,0.00024864700776097194,3.768741488456726,-0.0651358924806118,3.8543163610964406,0.00024864700776097194,4.029119798115322,3.854316369116713,0.003696225939648728,0.43719634208448077,0.271652489900589,0.43719634208448077,66.11169480304329,69.19671630859375,2.2111178999523413,1.4869828176385702,0.2117659566418763,0.013369050171761014,143,"[143, 127, 142, 125, 191]",0.5763305206757623,3.4899639837231318,32.784766899726165,3.4119419890053715,-0.0008172961920736056,1.9866896146428985,5
V1_left_u006,retinotopic,V1,left,46,2.3248171909995703,-4.897222446358723,2.4606915712356567,-4.9815146923065186,2.3248171909995703,-4.897222446358723,5.601113687390867,5.421029667940108,295.39470119725956,0.6965125833192597,0.48771947622299194,0.6965125833192597,52.03929722827414,54.08815956115723,3.2458228319459312,1.8016167272608044,0.285805458480387,0.029578810908858534,252,"[252, 251, 248, 249, 253]",0.7219628497707239,3.117379320489865,22.58710843940311,2.0962287124814862,-3.6279602963537085,1.8902032948913283,6
V1_right_u000,retinotopic,V1,right,58,-0.25349520840521517,0.3053150717971911,-0.2162439078092575,0.020256266929209232,-0.25349520840521517,0.3053150717971911,0.7150196046407881,0.39683386164858386,129.7019720435538,0.01793470346079818,0.01379780238494277,0.01793470346079818,29.103062531043744,27.429953575134277,1.4475381124809177,1.2031367804538757,0.00014119020609932822,0.04483366453126138,119,"[119, 135, 136, 4, 118]",0.9815818383271503,1.9315939956875623,6.900500848358595,-0.3876807422615434,0.5131794070255015,2.1373114116942302,7
V1_right_u001,retinotopic,V1,right,144,-0.5709078905111811,0.27827755460425074,-0.5212632715702057,0.21147938072681427,-0.5709078905111811,0.27827755460425074,0.9998116713120706,0.6351174827104419,154.01401343287267,0.12413084406095247,0.12141599506139755,0.12413084406095247,41.1177260544565,42.52685356140137,0.8689809959861727,0.9321915017774903,0.004323563910049142,0.012675177687083879,103,"[103, 151, 118, 87, 133]",0.6921263811427965,3.036725092854545,20.836892486910052,-0.5994065232196254,0.3499844518897002,1.0351406162582917,8
V1_right_u002,retinotopic,V1,right,151,-1.961393805529108,-0.7694107450842359,-1.9499481916427612,-0.8037027716636658,-1.961393805529108,-0.7694107450842359,2.2405541701032625,2.1069073437194707,201.41896213188514,0.35770852572673206,0.24642346799373627,0.35770852572673206,53.584564208984375,59.1534423828125,0.9503513354378478,0.974859649097165,0.10335142715370921,0.00955305327451488,148,"[148, 132, 147, 163, 164]",0.5971159410900416,3.420153964641546,30.574121992420487,-2.075504887756121,-0.7855532709423709,1.1890886959070734,9
