initialization_kind,initialization_seed,iteration,total_objective,feature_raw,feature_normalized,gw_raw,gw_normalized,coverage_loss,entropy_loss,shannon_plan_entropy,gradient_norm,step_norm,source_marginal_feasibility_error,objective_improvement,learning_rate
uniform,0,0,0.8637890070217726,0.13919394257390214,0.7652039084693707,0.23437097804149648,1.159544302678978,0.486499978055115,-3.372924660854748,3.372924660854748,8.813485607349318,0.14144994152088694,8.326672684688674e-17,0.13621099297286776,0.1
uniform,0,1,0.8466894319975213,0.13357920634141407,0.7343374926564602,0.23926255457281734,1.1837452500207049,0.6313062771690666,-3.19138346953504,3.19138346953504,8.407255655626802,0.041986118878323556,5.551115123125783e-17,0.0170995750242513,0.1
uniform,0,2,0.8304974277948021,0.13293360255417655,0.7307883544383622,0.2283235172024231,1.1296246478641219,0.6526856642394977,-3.095370029601222,3.095370029601222,8.41105878058869,0.0340741806887392,5.551115123125783e-17,0.016192004202719268,0.1
uniform,0,3,0.8049288311879121,0.13310276783015634,0.7317183225674588,0.20708757085813778,1.0245603570492723,0.6529296148366122,-2.9573562359734735,2.9573562359734735,8.430894827309546,0.043373162083263535,4.163336342344337e-17,0.025568596606889926,0.1
uniform,0,4,0.7842533785737064,0.1352928948076227,0.7437583129018922,0.18307091442758827,0.9057385755891487,0.6513198090856338,-2.882873993199979,2.882873993199979,8.477301525934537,0.04383821750797778,5.551115123125783e-17,0.02067545261420578,0.1
uniform,0,5,0.759425568613818,0.1363893059607063,0.7497857167106718,0.1593429568797074,0.7883451243232565,0.6890292536411032,-2.7421262209899613,2.7421262209899613,8.558041465155563,0.04758913558384929,1.3877787807814457e-17,0.024827809959888314,0.1
uniform,0,6,0.7448073946828158,0.13525452326444865,0.7435473694206758,0.15130700672508712,0.7485874704692355,0.7412187718530818,-2.617007617483382,2.617007617483382,8.642426475518457,0.030997740022008252,2.7755575615628914e-17,0.014618173931002287,0.1
uniform,0,7,0.7407100247830334,0.13384849712144206,0.7358178901046666,0.15268123495786196,0.7553864288181336,0.7590041086757903,-2.5944354722540277,2.5944354722540277,8.667942872656814,0.019951494109517874,2.7755575615628914e-17,0.004097369899782377,0.1
uniform,0,8,0.735542564222058,0.13294832998442468,0.7308693169212058,0.15150404377270407,0.7495623061246145,0.7722955532495442,-2.5722138721778807,2.5722138721778807,8.658484319725524,0.021683913349837197,4.163336342344337e-17,0.00516746056097539,0.1
uniform,0,9,0.72773683571803,0.13232853913381218,0.7274620825793059,0.14725920866937356,0.7285610951342028,0.7828945935865397,-2.536884796154982,2.536884796154982,8.655640877926084,0.026330474870309595,2.7755575615628914e-17,0.007805728504027942,0.1
