unit_id,unit_type,parent_roi,hemisphere,num_voxels,mean_x,mean_y,median_x,median_y,prf_center_x,prf_center_y,mean_eccentricity,eccentricity,polar_angle,mean_sigma,median_sigma,gaussian_sigma,mean_r2,median_r2,within_unit_spatial_variance,rms_radius,within_unit_sigma_variance,max_quality_weight_contribution,dominant_patch,top5_patches,top10_cumulative_mass,affinity_entropy,effective_patch_count,affinity_center_of_mass_x,affinity_center_of_mass_y,affinity_spatial_variance,token_index
V1_left_u000,retinotopic,V1,left,155,0.4239588753800959,-0.17445561120985076,0.4095059335231781,-0.07482533156871796,0.4239588753800959,-0.17445561120985076,0.6657114062458277,0.4584494391927623,337.63323457067384,0.11224020593198797,0.06934771686792374,0.11224020593198797,39.309649947381786,38.212005615234375,0.3626211991568064,0.602180370949441,0.017925005591949802,0.012135105797208298,136,"[136, 120, 152, 121, 137]",0.9046834518028084,2.5182727798906086,12.40714826986939,0.4819825742804456,-0.21372708488229145,0.46993201756781644,0
V1_left_u001,retinotopic,V1,left,111,1.6706711236421052,0.5624511099445659,1.6722487211227417,0.4839688539505005,1.6706711236421052,0.5624511099445659,1.8499520372700047,1.76280834308482,18.606412316444555,0.18992340805529206,0.12179611623287201,0.18992340805529206,63.86114286302446,67.36298370361328,0.5064053388157063,0.7116216261579649,0.02818829211790879,0.0118192376260077,123,"[123, 122, 106, 91, 139]",0.8093609435866922,2.7408324381756355,15.499882421327698,1.7136259536627048,0.5385989919824256,0.5976461792727759,1
V1_left_u002,retinotopic,V1,left,54,0.5021996440010547,1.885696730128041,0.5289774835109711,1.826973021030426,0.5021996440010547,1.885696730128041,1.9894016627912168,1.951424259470598,75.08710300927544,0.2591422176402476,0.2234046757221222,0.2591422176402476,51.96803670459323,53.85749816894531,0.6099837940951921,0.7810145927543173,0.0364486086453089,0.028603290213964582,40,"[40, 73, 88, 89, 72]",0.7906968856158771,2.9205022617456167,18.550602378220166,0.5138590302156235,1.985298079809584,0.8212958440047656,2
V1_left_u003,retinotopic,V1,left,50,1.217417696416378,-2.1237831819057464,1.1125006675720215,-2.012522041797638,1.217417696416378,-2.1237831819057464,2.523110640048981,2.447970761935987,299.82265829434743,0.36548877161927523,0.2501349672675133,0.36548877161927523,56.317738151550294,58.90204048156738,0.705794207739613,0.8401155918917426,0.058658193810705514,0.02815322258867117,185,"[185, 186, 201, 188, 169]",0.6071291562753658,3.343280740800659,28.311858376864468,1.1732926217443378,-2.1102332475073515,1.060827525752026,3
V1_left_u004,retinotopic,V1,left,56,3.0383826111044203,-0.20696251162995136,2.9780051708221436,-0.16554908454418182,3.0383826111044203,-0.20696251162995136,3.1059283784457614,3.0454231844986492,356.1032591460064,0.2851355148096835,0.2325284779071808,0.2851355148096835,70.25635170936584,74.96798706054688,0.5072300142922473,0.7122008244113787,0.09592083217964335,0.022015639165723584,142,"[142, 141, 125, 126, 157]",0.7287971598354954,2.976307776516511,19.61525885801878,3.0506398655640115,-0.19004963180040346,0.7763599075295714,4
V1_left_u005,retinotopic,V1,left,44,1.3248585116287523,3.818005708130923,1.4067509770393372,3.8692044019699097,1.3248585116287523,3.818005708130923,4.112915515899658,4.0413385979345335,70.8630847695694,0.41750708902889694,0.1384516805410385,0.41750708902889694,57.79808280684731,64.41876220703125,1.147445590114041,1.0711888676204775,0.3201175568775123,0.033291117707444765,11,"[11, 10, 42, 9, 7]",0.7915509441071157,2.884648684860662,17.897278905896222,1.3035755606498325,3.5259620802552694,1.1736456108960394,5
V1_left_u006,retinotopic,V1,left,46,3.7810356409653374,1.8874489768691685,3.833577036857605,1.5905014872550964,3.7810356409653374,1.8874489768691685,4.281675297281017,4.22595482211235,26.527836216424554,0.20489296381888183,0.04195420257747173,0.20489296381888183,61.171027183532715,64.51749420166016,0.6114629009316329,0.781960933123665,0.11598402474978378,0.028936147470838783,79,"[79, 95, 46, 94, 45]",0.9119082639591636,2.224733074014895,9.251013138517406,3.64899012584316,1.871899257562354,0.7157485913806942,6
V1_left_u007,retinotopic,V1,left,42,3.6836131186712358,-2.5017961802936735,3.8817195892333984,-2.2244298458099365,3.6836131186712358,-2.5017961802936735,4.541570595332554,4.452863094210156,325.8168647900344,0.27732503084865,0.12010068818926811,0.27732503084865,53.24787787028721,52.17607879638672,1.1545950193426002,1.0745208324376965,0.17248140253183747,0.03583305256601141,191,"[191, 175, 222, 238, 237]",0.8156954263134287,2.6060192073705464,13.545023457704906,3.5011549515509324,-2.35700181144531,1.179368852364147,7
V1_left_u008,retinotopic,V1,left,35,4.655438852310181,-0.17416556419588491,4.448060035705566,-0.1549183577299118,4.655438852310181,-0.17416556419588491,4.701478024891444,4.658695584748032,357.85749518362877,0.4604617081848638,0.23151391744613647,0.4604617081848638,58.90195050920759,63.91195297241211,0.8696575930166485,0.9325543378359507,0.31365012050915775,0.041999082978255345,143,"[143, 127, 159, 175, 111]",0.9021598435805225,2.315026072535223,10.125186904594113,3.803652847963593,-0.2601272865387268,0.9150593091076912,8
V1_left_u009,retinotopic,V1,left,32,1.7897954285144806,-5.520128831267357,1.979227602481842,-5.312360525131226,1.7897954285144806,-5.520128831267357,5.8772086054086685,5.8030328268691065,287.96428769119944,0.7647762239794247,0.48771947622299194,0.7647762239794247,50.25316712260246,52.593284606933594,2.2436116819339933,1.4978690469910891,0.3281275102666144,0.04403079730547456,251,"[251, 252, 248, 249, 250]",0.8309545804140943,2.7982147018987007,16.41531436577474,1.607080523208002,-3.7880124634637746,1.5174258015651074,9
